text,kategori
"Assalamualaikum wr wb... Selamat pagi Mas Bupati... Semoga sehat, berkah dan amanah selalu... Aamiin.... 🙏 Mohon dilakukan peninjauan terhadap syarat perijinan pendirian Apotek, terutama terkait PBG dan SLF. Kami para Apoteker ingin mengabdikan diri kami untuk masyarakat melalui Apotek, jadi mohon permudah kami dalam mengurus perijinannya... Semoga suara kami ini dapat diperhatikan, dipertimbangkan, dan kami siap utk dilakukan dialog bersama... Demikian laporan dari kami Terima kasih... 🙏 Salam hormat dari kami.. Semoga Purbalingga selalu aman dan semakin maju... Aamiin... 🙏",Pelayanan Publik
"assalamualaikum wr.wb mas bup, izin bertanya saya kan sudah mendaftar MBG bulan Agustus tapi sampai sekarang belum di panggil itu bagaimana ya Terimakasih 🙏🏼",Pelayanan Publik
Utk dinas pendidikan: Lomba FTBI panitianya guri bahasa jawa masa guru mapel liane? apa wis entong guru bahasa jawane. Ditakoni lomba bap bep bap bep. FTBI 2025 kacau!,Pendidikan
"Siap mohon izin, selamat sore, mohon maaf mengganggu waktunya kak. Siap izin meminta kepastian apakah ada studi komprasi untuk PASKIBRAKA 25 seperti tahun tahun sebelumnya. Siap mohon izin kak, selamat sore dan mohon maaf mengganggu waktunya🫡🫡",Pendidikan
assalamualaikum pak bupati terhormat.saya tata mohon maaf saya ingin menyampaikan terkait MBG dsekolaah sambas.semenjak ada mbg ibu saya penghasilan menurun hingga 80,Sosial dan Ekonomi
"Assalamualaikum pak,maaf kalo yg sya smpaian tentang masalah pribadi🙏🏻pak,saya minta tolong sekali,saya butuh pekerjaan,di MBG kalo ada lowongn sya mau pak,soalnya dibukateja tidak ada🙏🏻umur sya 38th,anak saya 2,saya bner2 btuh pekerjaan🙏🏻🙏🏻 Kutawis,Bukateja",Sosial dan Ekonomi
"Kpd YTH . Mas Bupati ditempat Sarana olahraga merupakan pusat aktifitas masyarakat untuk berolahraga menjaga kesehatan yang merupakan investasi berkelanjutan di masa depan. Alhamdulillah kota kita bersama memiliki Gelanggang olahraga GOR Goentoer Darjono purbalingga. Gor yang menjadi pusat aktifitas olahraga dengan fasilitas cukup dan bersih yang dapat digunakan oleh warga purbalingga. Namun seiring berjalan nya waktu terutama dalam kepemimpinan mas bupati, saya merasa fungsi dan kenyamanan area gor menjadi kurang baik. Poin utama saya ada dari pedagang yang menjamur di sisi area olahraga. Hal tersebut tentu menganggu fungsi dan kenyamanan yang sangat signifikan. Saya menyadari aktifitas ekonomi merupakan salah satu pondasi penting dalam pembangunan sebuah kota. Namun faktor2 yang ada didalam nya perlu diperhitungkan dengan matang. Generasi Emas menjadi harapan bangsa kita kedepan, faktor generasi kita dapat menjadi emas adalah dengan menjaga kesehatan jasmani warga kita. Kesehatan mental juga menjadi isu penting yang menjadi tantangan dalam meraih emas tersebut. Dan berbagai penelitian menyebutkan jasmani yang sehat dapat mengatasi permasalahan mentalitas tersebut. Dan saat ini generasi kita sedang berada dalam pengaruh motivasi yang tinggi dalam berolahraga. Tentu sebagai pemimpin tertinggi purbalingga mas bupati dapat menjadi pengarah dan pengasah agar generasi muda kita dapat berkembang dengan baik dari sisi kesehatan. Untuk itu penting bagi mas bupati juga memperhatikan fungsi dan kenyamanan dasilitas olahraga. Jangan sampai generasi muda kita malas berolahraga atau menjadikan olahraga hanya trend sementara akibat kondisi yang kurang nyaman terutama dari para penjual kaki5 yang menjamur di area sekitaran dalam gor. Tidak lupa juga saya berharap untuk gor kita sudah bisa mendapatkan anggaran untuk berkembang fasilitas nya sehingga gor bisa menjadi pusat olahraga terbaik untuk mencetak generasi muda kita menjadi emas di masa depan. Demikian laporan saya sampaikan, kurang lebih nya mohon maaf Terima kasih ARYO AJIE SUSETYO WARGA PURBALINGGA",Infrastruktur
"assalamualaikum pak,saya yogi dari desa kutawis rt03 rw 07,mau menanyakan perihal program MBG,untuk mendaftar di bagian masak/cuci piring/apapun apakah bisa dan lewat mana yaa,,,anak saya 2 kerja harian anaka mau masuk sekolah pengin punya penghasilan tetap pak bupati🙏🏻🙏🏻🙏🏻",Sosial dan Ekonomi
"Masbup... sy operator SIAK di Desa ........ Program DukCapil Dulu pas awal2nya ada SIAK operator Dukcapil sangat baik, gercep dan pasti beres sehingga sy senang dan masyarakatpun terlayani dg puas, tp setelah ada perubahan operator yg di DukCapil dan ternyata setiap Pengajuan Administrasi Kependudukan selalu lambat pelayanannya, tdk sekali ato 2 kali tp sering, yg menyebabkan pelayanan kami yg di desa terhambat pula krn harus menunggu operator capil yg tdk sat set. Sy berharap operator capil dpt kembali spti dulu pas awal2 ada SIAK. Trkmakasih",Pelayanan Publik
"Jalan Rusak, Mohon Segaera di Perbaiki",Infrastruktur
"Mas bupati, Apakah boleh rumah dinas di SD negeri purbalingga kulon disewakan oleh orang lain yang bukan status guru,, dan sering membuat suara yang berisik setiap harinya,, mohon ditindaklanjuti",Pendidikan
"Assalamualikum, Yth Bupati Kab. Purbalingga, saya ingin menanyakan kebijakan pengusulan PPPK paruh waktu. kenapa yang di usulkan hanya honorer yang mengikuti pppk gelombang 2, sedangkan di aturan kemendagri no 16 tahun 2025, yang bisa diusulkan menjadi pppk paruh waktu tidak hanya yang mendaftar pppk gelombang 2 tap juga CPNS. jika alasanya yang mendaftar CPNS tidak bisa di usulkan karena tidak Data Base harusnya yang mendaftar PPPK gelombang 2 juga tidak bisa diusulkan karena tidak database BKN. Semoga menjadi perhatian karena tidak semua honorer yang mengabdi lebih dari dua tahun itu mendaftar PPPK gelombang 2, tp juga ada yang mendaftar CPNS.",Pelayanan Publik
"Pengusulan P3K Tenaga Kependidikan kenapa hanya dari sekolah negeri saja? Padahal sekolah swasta juga banyak Tenaga Kependidikan yang bukan ASN dan tidak masuk Data Base BKN dan juga masa kerja puluhan tahun, Bisakah Pak Bupati Purbalingga memperjuangkan kesejahteraan kami yang bukan Guru kalo guru bisa dapat sertifikasi tapi kalo TU tidak mohon untuk ditindaklanjuti terimakasih",Pelayanan Publik
"Jalan rusak Purbasari-Karangjambu, banyak berlubang sehingga membahayakan karena akses utama baik untuk pekerja, siswa sekolah, dan pedagang keliling",Infrastruktur
"Pokok Keberatan Panitia lomba FTBI 2025 dari guru mata pelajaran lain Berdasarkan hasil tanya jawab dengan guru Bahasa Jawa SMP Negeri 3 Purbalingga, panitia lomba ada yang berasal dari guru mapel selain Bahasa Jawa. Guru tersebut tidak memiliki pemahaman teknis yang cukup mengenai lomba Bahasa Jawa. Kurangnya pengetahuan teknis panitia Saat ditanya, panitia lomba tidak dapat menjawab pertanyaan-pertanyaan mendasar mengenai aturan lomba, ketentuan penilaian, dan format lomba Bahasa Jawa. Hal ini sangat merugikan peserta yang telah mempersiapkan secara serius. Mengabaikan kompetensi guru Bahasa Jawa Padahal guru-guru Bahasa Jawa, termasuk dari SMP 3 Purbalingga, sudah mempersiapkan materi peserta dan paham aspek teknik Bahasa Jawa. Namun mereka justru tidak dilibatkan sebagai panitia inti, padahal lebih layak karena kompetensi mereka di bidang Bahasa Jawa. Potensi penilaian tidak objektif / merugikan peserta Karena panitia kurang kompeten di bidang Bahasa Jawa, besar kemungkinan penilaian menjadi kurang adil atau tidak sesuai standar keilmuan. Ini bisa membuat siswa yang berusaha keras merasa dirugikan. Tanggung jawab penyelenggara Sebagai penyelenggara lomba Bahasa Jawa, pemerintah daerah melalui instansi pendidikan atau dinas terkait seharusnya memastikan bahwa panitia memiliki kompetensi yang memadai di bidang Bahasa Jawa, agar lomba berjalan sesuai tujuan: memupuk kecintaan siswa terhadap Bahasa dan sastra Jawa serta melestarikannya. II. Harapan / Tuntutan Dengan ini, kami mohon agar Bapak Bupati dan pihak terkait: Mengevaluasi pelaksanaan lomba sebelumnya Menyelidiki apakah pelaksanaan lomba telah memenuhi standar kompetensi dan keadilan bagi peserta. mengulang lomba jika diperlukan Apabila ditemukan bahwa panitia kurang kompeten sehingga merugikan peserta, mohon agar lomba diulang sampai panitia yang tepat ditetapkan. Menetapkan panitia yang kompeten Untuk lomba Bahasa Jawa ke depan, panitia inti hendaknya terdiri dari guru-guru Bahasa Jawa, atau pihak yang memiliki latar belakang kompeten di Bahasa dan sastra Jawa. Memberikan klarifikasi ke publik Supaya warga / orang tua / siswa mendapatkan penjelasan resmi tentang bagaimana panitia ditetapkan dan standar penilaian yang digunakan. Demikian protes ini kami sampaikan dengan harapan besar agar penyelenggaraan lomba ke depan dapat berjalan lebih adil, transparan, dan profesional, serta menghargai kompetensi guru Bahasa Jawa. Atas perhatian dan kebijaksanaan Bapak, kami ucapkan terima kasih.",Pendidikan
"Assalamu'alaikum warahmatullahi wabarakaatuh..mas Bupati, nderek lapor, mohon dengan sangat prioritas perbaikan jalan pada ruas Karangsentul, Padamara sampai perbatasan dengan wilayah kecamatan Sumbang Banyumas , jalan rusak parah..anak saya baru saja terjatuh di ruas jalan tersebut,saat pulang sekolah dari SMA Al Irsyad Purwokerto.Bahkan dua bulan sebelumnya juga ada kakak kelasnya yang terperosok lubang di ruas jalan tersebut sampai meninggal dunia.Saya dengar Mas Bupati alumnus Al Irsyad Al Islamiyyah Purwokerto , mohon dengan sangat kasihani Adik2 mas Bupati yang sekolah dilaju Purwokerto Purbalingga nggih...mohon disegerakan perbaikannya.Terimakasih.Wassalamu'alaikum wa Rahmatullah wa barakatuh",Infrastruktur
"Alamat : Jln Raya Owabong Bojong sari RT 001 RW 008 Permasalahan : Tolong di bantu mas Bup untuk pemerataan mbg, karena balita rata rata belum pada dapet mbg balita / busui , termasuk istri dan anak saya belum dapet. Terimakasih.",Sosial dan Ekonomi
Assalamualaikum.saya ingin melaporkan.bhwa sya mau mencabut laporan saya yg kemarin yg siswa/sisiwi SMP N 2 BUKATEJA tidak bisa mengikuti ASESMEN SUMATIF TENGAH SEMETER.gara2 belum mmbyar LKS.alhamdulillah sudah ada koordinasi dri pihak sekolah.bhwa yg blm mmbyar buku LKS ttap di perbolehkan mengikuti ASESMEN SUMATIF TENGAH SEMESTER.terimakasih🙏,Pendidikan
Anak saya sekolah di SMP N 2 BUKATEJA BEsok senen mau tes tengah semester 1 tdk d ksh krtu tes kmungkinan tdk bisa mngikuti tes di karenakan blm membayar LKS semester 1 sama sekali.,Pendidikan
"MasBup maaf mau bertanya, waktu kumpulan kopdes sempat ada bincangan bahwa kemungkinan akan di adakan penjaringan untuk staff balasi desa di kabupaten purbalingga di karenakan banyak posisi yang kosong, waktu itu ada yang menyampaikan perkiraan akan di adakan penjaringan secara serempak di bulan agustus, namun sampai bulan september ini belum ada kabar MasBup.. Mohon update nya bagaimana nggih MasBup? apakah penjaringan itu jadi di laksanakan atau tidak? terimakasih",Pelayanan Publik
"Selamat pagi masBUP izin menyampaikan keluhan saya, pada tgl 11 mei 2025 pukul 18.05 wib terjadi musibah bencana longsor yang menimpa sebagian rumah saya, tepatnya di desa banjarkerta rt 01/01 karanganyar, purbalingg. Pada detik kejadian itupun warga sekitar langsung turut membantu gotong royong merapihka puing puing bangunan karna sebagian dari puing itu menutupi akses jalan desa, setelah kejadian itu bhabinsa sekitar langsung meninjau tempat kejadian di sertai rt/rw/kadus. Namun Ke esokan harinya dari pihak desa belum ada konfirmasi apapun, alhasil warga sekitar di pimpin langsung oleh rt melanjutkan gotong royong sebagai bentuk keprihatinan sesama masyarakat, setelah kejadian itu dari pihak saya sempat bermediasi singkat dengan pemdes banjarkerta,karanganyar, katanya mau di berikan bantuan berupa matrial ataupun uang, namun sampai detik ini dari pihak desa tidak ada kelanjutan sama sekali atau pun sekedar croshcek, alhasil saya bangun sendiri karna takut terjadi longsor susulan dan itu pyur pakai uang pribadi saya, namun adapun dengan peraturan undang2 tentang bencana alam pemerintah dan pemerintahan daerah menjadi penanggung jawab dalam penyelenggaraan bencana alam tersebut.Tanggung jawab Pemerintah dan Pemerintah Daerah adalah penjaminan pemenuhan hak masyarakat dan pengungsi yang terkena bencana secara adil dan sesuai dengan standar pelayanan, namun saya dengar2 adanya bantuan dari bpbd sudah turun namun sampai hari ini bantuan tersebut tidak ada sama sekali. Mohon masBUP tolong di clearkan pemdes banjarkerta,karanganyar soalnya sudah 2 kk dengan kejadian sama namun tidak ada kejelasan. Terimakasih",Lingkungan
Kenapa mutasi PNS yang sudah bekerja di purbalingga selama 15 th dipersulit dikantor dinas pendidikan?,Pelayanan Publik
"Assalamualaikum wr wb. Mas bupati, saya mau bertanya mengenai mutasi guru kenapa dipersulit oleh kepala dinas pendidikan?? Suami saya atas nama M. Akhirudin sudah mengajukan dokumen mutasi kedinas dan sudah diterima langsung oleh bapak Tri Gunawan. Tetapi sampai sekarang belum ada realisasi mutasi. Untuk masa kerja suami saya menjadi guru di purbalingga sudah 15 th. Mutasi dengan alasan ingin menemani orang tua yang tinggal sendiri.",Pelayanan Publik
"Min, tolong sekali Hp Saya di curi di Lingga Buah Bancar pada tanggal 26 Juni 2025 jam 13.30an , posisi hp di tas diambil sama ibu-ibu ketika lagi pilih-pilih buah, sudah cek CCTV ada buktinya pelakunya ibu2 pake kerudung besar warna biru buat nutupin tangannya pas ngambil hp di tas, hari itu juga langsung lapor polisi dan udah di BAP, tapi sampai sekarang ngga ada kabar. HP isinya Mbanking uang, kerjaan semuanya disitu. Tapi ngga ada tindak lanjutnya sampai skrg. Padahal ada orang yg DM instagram ke aku, kalau dy kehilangan hp jg hari minggu, rabu laporan ke polres, kamis ketemu. padahal itu ngga ada cctv, tapi kenapa punyaku yg udah lengkap ada cctv jg bukti, tapi ngga ada kabar sampai skrg. tolong sekali, saya ada bukti2nya",Ketertiban
Gor SORGANDES fasilitas umum desa tlahab lor di sewakan untuk dapur sehat. Sdangkan warga tidak ada yang spakat. Mohon di tindak lanjuti.,Infrastruktur
SAYA MAU LAPOR DESA GUNUNG KARANG PEDAGANG PKL KENA GUNUNG KARANG PEDAGANG PKL KENA PUNGLI BAYAR BESAR HARUS PEDAGANG PKL GRATIS. Pungli harus tindak tegas proses hukum Pedagang kaki lima lagi susah usaha yang jaman sekarang lagi pada sepi cari rezeki susah kena pungli harus gratis ada acara. Anggota linmas preman pungli 40 ribu,Ketertiban
"Pipa PDAM bocor, di pojok pasar kutasari",Infrastruktur
"Lapor Mas Bupati Saya pendatang dari Serang, Banten yang sudah pindah di kabupaten Purbalingga. Saat ini saya menikah dengan orang Meri RT 06 RW 02, Kutasari bernama Edi Waluyo, Purbalingga. Kondisi Ekonomi kami sekarang sedang sulit, ditengah kesulitan Ekonomi ini ada tagihan BPJS mandiri yang sangat besar menurut kami, sebesar 1.260.000 tunggakan selama 8 bulan. Saat ini kami tidak bisa melunasi dan ingin sekali bisa mendapatkan BPJS dari pemerintah. Saya tidak bekerja, suami saya seorang pedagang cireng yang pendapatannya tidak menentu. Saya mempunyai anak 3 yang harus kami biayai. Kami sudah lapor kepada pak Kadus, akan tetapi dilempar ke perangkat lain. Kami ucapkan banyak terimakasih sekiranya mas bupati dapat membantu kami.",Sosial dan Ekonomi
"Pak bupati tolong menanggapi adanya RAZIA RAMBUT DI SMP N 1 BOJONGSARI.hari ini tepatnya kamis 11 september 2025 .kami DI RAZIA RAMBUT DAN RAMBUT SAYA DAN TEMAN TEMAN PADA poal / BUNDIS .dan yang mencukur rambut saya dan teman teman ADALAH PAK DRAJAT DAN BU RIZKI dan saya sangat kecewa sampai dipotong tidak beraturan atau mobrak mabrik .dan saya minta pak bupati secepatnya merespon aduan saya . soalnya cukurnya rambut depan bundis.rambut belakang bundis dan rambut samping bundis,dan parahnya lagi teman saya di cukur oleh guru itu sampai tidak ada rambut depan dan tersisa samping dan atas ,sekian dari aduan saya wassalamu'alaikum wr wb",Pendidikan
"Jembatan perlu di rehab, mohon untuk di rehab/perbaiki",Infrastruktur
Saya mau mengadukan. Bahwa di desa saya .desa tlahab lor.ada. GOR SORGANDES. fasilitas umum ato warga. Tapi knapa di salah gunakan. Olh sglicir. Prangkat. Dsa. Untuk di sewakan. Ke dapur sehat /jalur polres. Sdangkan warga banyak banget yang tidak spakat dikarnakan warga membutuhkan go itu.,Pelayanan Publik
"Pawai Kebangsaan Yang Luar Biasa Kacau. Mohon untuk panitia, untuk pelaksanaan pawai selanjutnya, mohon untuk kontingen yang melibatkan siswa pendidikan dasar dan menengah, barisan berada di awal.. tadi kami melihat anak-anak SMP mulai jalan pukul 12 siang, dan banyak yang akhirnya muntah, lemas dan pusing. Kedepannya jika ada pawai dan Siswa dilibatkan, berikan waktu di awal kegiatan. Jika memang tidak bisa, jangan libatkan anak-anak untuk kegiatan pawai!!",Pendidikan
"Sering terjadi kecelakaan di depan perumahan griya perwira asri 1 pada pagi hari, karena tidak ada yg mengatur lalu lintas pada pagi hari. Sedangkan dari arah perempatan karang kabur dan dari arah siaga medika kendaraan melaju dg cepat dan tidak mau mengalah. Mohon setiap hari kerja pada pagi hari senin - jumat ada polisi yg bertugas mengatur lalu lintas.",Ketertiban
Lapor Mas Bupati...jalan ruas penghubung Dagan dengan Karangtalun kondisinya seperti digambar. Mohon untuk diperhatikan dan di tindaklanjuti. Terima kasih,Infrastruktur
"Lampu PJU mati di sebelah barat persis masjid Mujahidin rabak kec. Kalimanah.. RT 02 RW 04.. Mohon untuk segera di tangani karena buat akses keluar masuk masjid. dan jalur lurus penguna kendaran kadang2 buru2 takutnya terjadi kecelakaan karena gelam.. . Lampu sudah pernah di ganti tapi tidak lama mati lagi karena potocal rusak jadi lampu nyala terus pagi siang malam, / otomatisanya rusak matur nuwun.. 🙏🙏🙏",Infrastruktur
